date,fav,id,rt,text,url,,,,,
10/4/2016 19:46:12,1,"7,19219946216104E+017",,"@Chinobi_Ninja ni idea,no recuerdo si cobraban por inscribirse. Ya hace como 3años de twitter,que es como 6años perrunos, así que... XD",twitter.com/Rocigaot/status/719219946216103936,,,,,
10/4/2016 19:42:12,,"7,19218941692887E+017",,"@Chinobi_Ninja lo de las Flos Mariae? pues no sé si sigue pero sí, lo había montado la familia esa. Ahora ya, que la gente lo use...",twitter.com/Rocigaot/status/719218941692887040,,,,,
10/4/2016 19:39:44,2,"7,1921831971534E+017",,La app esa para ligar con otros adictos a Linkedin es un poco como el meetic católico de las Flos Mariae and family.,twitter.com/Rocigaot/status/719218319715340289,,,,,
10/4/2016 19:36:57,,"7,19217618868167E+017",2,"@JessicaFillol ´ADE, ICADE, runner, foodie, playa y mojito'.pic.twitter.com/ClVQiTBbys",twitter.com/Rocigaot/status/719217618868166657,,,,,
10/4/2016 19:23:40,1,"7,19214276439851E+017",,"@ComandanteVimes aquí no, han salido como setas en los últimos meses. Y cuando ves la primera dices 'oye, pues buena idea', pero a la 5ª...",twitter.com/Rocigaot/status/719214276439851008,,,,,
10/4/2016 19:18:40,1,"7,19213019151143E+017",,"@ComandanteVimes el tiempo nos lo dirá, supongo! Al menos por aquí me tiene toda la pinta por el ritmo de aperturas que llevan.",twitter.com/Rocigaot/status/719213019151142912,,,,,
10/4/2016 19:16:54,1,"7,19212573485375E+017",,"@ComandanteVimes que ahora cada día veo una nueva, a veces en los locales que dejaron al cerrar los negocios de las burbujas previas.",twitter.com/Rocigaot/status/719212573485375489,,,,,
10/4/2016 19:16:21,,"7,19212434775548E+017",,"@ComandanteVimes no digo que las lavanderías sean hipster, digo que son burbuja de moda, como antes lo de cigarros electrónicos.",twitter.com/Rocigaot/status/719212434775547904,,,,,
10/4/2016 19:15:15,1,"7,19212156206641E+017",,"@mjdelrio @ComandanteVimes Soria es como Canadá en How I met your mother, que los 80 habían llegado en el noventaytantos. XD",twitter.com/Rocigaot/status/719212156206641152,,,,,
10/4/2016 19:13:26,2,"7,19211701833495E+017",,"@mjdelrio @ComandanteVimes yo tengo ubicadas menos que lavanderías, pero alguna he visto (y +por likes en FB de amigos hispters)",twitter.com/Rocigaot/status/719211701833494528,,,,,
10/4/2016 19:11:50,1,"7,19211297246736E+017",,@ComandanteVimes y no recuerdo quién de mi TL puso foto el otro día de una tienda de productos para la barba que abrieron en su barrio.,twitter.com/Rocigaot/status/719211297246736388,,,,,
10/4/2016 19:07:04,,"7,19210099420578E+017",,"@mjdelrio yo tengo dos o tres a menos de dos manzanas. Aunque en este barrio hay mucho piso de estudiantes, así que tiene su lógica.",twitter.com/Rocigaot/status/719210099420577793,,,,,
10/4/2016 19:02:45,,"7,19209012613526E+017",,"Pues al final ganaron las barberías, aunque estuvo reñida la cosa.https://twitter.com/Rocigaot/status/718505479081750528 …¿Cuál diríais que es la burbuja de moda ahora mismo?",twitter.com/Rocigaot/status/719209012613525505,,,,,
10/4/2016 18:39:51,2,"7,19203249664999E+017",,@mjdelrio has hecho algún tuit usando un palabro de entrepreneurs aunque sea para reírte del tema?Porque con eso los invocas siempre XD,twitter.com/Rocigaot/status/719203249664999425,,,,,
10/4/2016 18:22:40,1,"7,1919892329497E+017",,"@NewIlluminatus @Ehproque hombre, a lo mejor no quería comérselo sino llevárselo a los dueños en plan regalo, como cuando cazan un pájaro.",twitter.com/Rocigaot/status/719198923294969856,,,,,
10/4/2016 17:31:24,1,"7,19186023088026E+017",,"@callatonto a menos que ya tuvieras muchas tetas antes,que al crecer parece que te estorban el movimiento de brazos y te sientes un T-rex :(",twitter.com/Rocigaot/status/719186023088025600,,,,,
10/4/2016 16:57:22,,"7,19177456767341E+017",,@oneafter909_pic.twitter.com/1IHltiVPTL,twitter.com/Rocigaot/status/719177456767340544,,,,,
10/4/2016 15:56:16,,"7,19162080541176E+017",,@familiasunshine 'es que si no busco su móvil/la espero en la puerta del trabajo/whatever nunca me liaré con ella'pic.twitter.com/DgStXmVCpf,twitter.com/Rocigaot/status/719162080541175808,,,,,
9/4/2016 22:56:29,,"7,18905444534764E+017",,"Calculo el año por los famosos de moda que salen dentro:Take That,Sensación de Vivir. El carbono14 de la superpop.https://twitter.com/Rocigaot/status/718904824188833793 …@Rocigaot Esto no hace más que mejorar. Están apareciendo cosas de cuando era adolescente. 1993-94, calculo. pic.twitter.com/9dPQNx4bYB",twitter.com/Rocigaot/status/718905444534763520,,,,,
9/4/2016 22:54:01,,"7,18904824188834E+017",,"@Rocigaot Esto no hace más que mejorar. Están apareciendo cosas de cuando era adolescente. 1993-94, calculo.pic.twitter.com/9dPQNx4bYB",twitter.com/Rocigaot/status/718904824188833793,,,,,
9/4/2016 22:40:52,2,"7,18901513704337E+017",,También estoy encontrando notitas que nos poníamos en los apuntes y gracias diosito porque no hubiera redes sociales cuando éramos tan pavas,twitter.com/Rocigaot/status/718901513704337408,,,,,
9/4/2016 22:37:47,1,"7,18900738303345E+017",,"Sí, amiguitos, yo ya era universitaria cuando estrenaron P.Tinto y Amores Perros. Así de viejuna soy.",twitter.com/Rocigaot/status/718900738303344640,,,,,
9/4/2016 22:36:09,2,"7,18900329396453E+017",,Buscando apuntes de cuando hice Audiovisual he encontrao las sinopsis de pelis de estreno que daban en los Van Dyck.pic.twitter.com/qcMU7ruh4M,twitter.com/Rocigaot/status/718900329396453376,,,,,
9/4/2016 15:44:23,1,"7,18796704842166E+017",,"@La_Muerta_Viva @EstherMMG yo de H&M tengo unos tb, pero me sentaban mejor estos de Primark. A ver este verano si me los traen.",twitter.com/Rocigaot/status/718796704842166272,,,,,
9/4/2016 15:41:24,,"7,18795954997039E+017",,"@EstherMMG @La_Muerta_Viva el modelo de los negros de mi foto me encantaba (los tengo tb verdes) y el año pasado no los trajeron, a ver este",twitter.com/Rocigaot/status/718795954997039104,,,,,
9/4/2016 15:40:29,1,"7,18795723777708E+017",,@La_Muerta_Viva y cuando te pruebas una talla menos pa que no haga bolsas en la espalda y al quitártela se te queda atascada bajo las tetas!,twitter.com/Rocigaot/status/718795723777708036,,,,,
9/4/2016 15:36:34,,"7,18794735654171E+017",,@La_Muerta_Viva aparte de que de un modelo a otro varía la talla una burrada. A mí me daría igual pillar la 95 si sé fijo que esa me vale.,twitter.com/Rocigaot/status/718794735654170624,,,,,
9/4/2016 15:34:58,1,"7,18794335123337E+017",,"@EstherMMG @La_Muerta_Viva en camisetas tengo la sensación de que sigue tallando grandecito, pero en otras cosas noto que han reducido.",twitter.com/Rocigaot/status/718794335123337218,,,,,
9/4/2016 15:34:09,,"7,18794127798903E+017",,"@La_Muerta_Viva que yo suelo llevar la 90C (a veces 90D si he engordado y estoy prerreglática), y ahí a veces la 95D me revienta.",twitter.com/Rocigaot/status/718794127798902784,,,,,
9/4/2016 15:32:44,,"7,18793770846839E+017",1,"@La_Muerta_Viva solía tallar grandecito, pero últimamente en algunas cosas tallan más enano. En los sujetadores lo he notado un montón.",twitter.com/Rocigaot/status/718793770846838784,,,,,
9/4/2016 15:27:56,2,"7,18792563096994E+017",1,"@La_Muerta_Viva dos pantalones cortos del Primark,talla 38. El vaquero del verano pasado, el otro de hace 2-3 años.pic.twitter.com/PQFClzTVOz",twitter.com/Rocigaot/status/718792563096993794,,,,,
9/4/2016 1:21:04,1,"7,18579444647113E+017",,"Bueno, y por el riesgo de morir, literalmente, de vergüenza ajena.",twitter.com/Rocigaot/status/718579444647112706,,,,,
9/4/2016 1:20:19,4,"7,18579252799648E+017",2,Si te contratan para corrector de estilo de un libro de Dalas tienen que pagarte plus de peligrosidad por posibles hemorragias oculares.,twitter.com/Rocigaot/status/718579252799647744,,,,,
8/4/2016 21:46:46,10,"7,18525511832576E+017",5,"Niño del anuncio de 'Puleva mañanas ligeras'. Tu madre no ha descubierto la leche sin lactosa, ha descubierto las drogas. De nada.",twitter.com/Rocigaot/status/718525511832576000,,,,,
8/4/2016 21:09:29,1,"7,185161307474E+017",,@Marmota_Maligna WHAT KIND OF SORCERY IS THIS,twitter.com/Rocigaot/status/718516130747400192,,,,,
8/4/2016 20:38:45,2,"7,18508397767828E+017",3,"Pagamos en pistachos y no tendrás derechos laborales, pero compartirás espacio con alguien que ha estado en Silicon Valley. CHOLLAZO.",twitter.com/Rocigaot/status/718508397767827456,,,,,
8/4/2016 20:36:15,,"7,1850776849227E+017",1,"'Director editorial' autónomo, jornada completa, 450-1200€ brutos. Pero eh, con jefe de Silicon Valley. #claroquesí  https://www.infojobs.net/vigo/social-editorial-manager/of-iefc5c6461f4ac4b6cc444e77ea2f3c&applicationOrigin=mahout-view-offer%7Celement~44136a3e-ca5d-4904-a929-7d06bd338c73%7Cversion~IB …",twitter.com/Rocigaot/status/718507768492269572,,,,,
8/4/2016 20:28:15,,"7,18505751765991E+017",,Creo que se me ha roto el botón de encuestas.,twitter.com/Rocigaot/status/718505751765991425,,,,,
8/4/2016 20:27:10,,"7,18505479081751E+017",1,¿Cuál diríais que es la burbuja de moda ahora mismo?,twitter.com/Rocigaot/status/718505479081750528,,,,,
8/4/2016 14:49:24,1,"7,18420477111362E+017",1,Este hilo.https://twitter.com/bukukubukuku/status/718411440013619200 …Y si sois sociólogos preguntaros mejor por qué adultos hechos y derechos han perdido la capacidad de disponer de sus vidas hasta los 40.,twitter.com/Rocigaot/status/718420477111361537,,,,,
8/4/2016 1:10:08,35,"7,18214305628439E+017",36,'En España ya no se pueden contar chistes de mariquit...pic.twitter.com/SSRkROU1bR,twitter.com/Rocigaot/status/718214305628438528,,,,,
8/4/2016 1:07:06,16,"7,18213541073916E+017",19,pic.twitter.com/Jq9VrLvFo4,twitter.com/Rocigaot/status/718213541073915904,,,,,
7/4/2016 23:13:53,,"7,181850505552E+017",,"@Ehproque @Genko sí, y con otro horario preferiría ir en bus, pero no soy la primera ni seré la última que haga un viaje así.",twitter.com/Rocigaot/status/718185050555199488,,,,,
7/4/2016 23:11:43,,"7,18184503018189E+017",,"@Ehproque @Genko  lo de llevar el coche es para llegar el día antes a una hora normal, dormir e ir descansada.El horario del bus es fatal",twitter.com/Rocigaot/status/718184503018188800,,,,,
7/4/2016 23:04:21,1,"7,18182651560141E+017",,"@mjdelrio y para que ceda vamos a convencerla de que si conduce ella VA A MATARSE porque total, ni que necesitara usar el coche nunca más.",twitter.com/Rocigaot/status/718182651560140800,,,,,
7/4/2016 23:03:00,,"7,18182310210847E+017",,"@natxox que cualquier hombre, independientemente de que le guste conducir o tenga costumbre, es más seguro al volante que yo.",twitter.com/Rocigaot/status/718182310210846720,,,,,
7/4/2016 22:56:05,,"7,18180570975613E+017",,"@natxox no, es todo rollo 'vas a tener un accidente porque cómo vas a conducir tanto rato TÚ'.",twitter.com/Rocigaot/status/718180570975612929,,,,,
7/4/2016 22:48:00,1,"7,18178536541E+017",,"Al no tener hermanos, me quedará siempre la duda de si a un hijO de casi 40 tacos también le dirían 'te llevamos que tú solito no puedes'",twitter.com/Rocigaot/status/718178536540999680,,,,,
7/4/2016 22:46:55,1,"7,18178263626084E+017",,"@Genko si yo no niego que me quieran, pero sigue estando el trasfondo de 'mejor que te lleve porque tú no eres capaz de hacer esto sola'.",twitter.com/Rocigaot/status/718178263626084353,,,,,
7/4/2016 22:45:47,1,"7,18177976328659E+017",,"@mjdelrio así que su opción lógica es que mi padre, a quien no le gusta conducir, haga de chófer para que YO vaya a un examen.",twitter.com/Rocigaot/status/718177976328658945,,,,,
7/4/2016 22:44:48,,"7,18177729963803E+017",,"@mjdelrio mi madre tiene pánico a los coches, a mi padre no le gusta conducir y no les entra en la cabeza que para mí no sea un problema.",twitter.com/Rocigaot/status/718177729963802624,,,,,
7/4/2016 22:42:54,2,"7,18177251225956E+017",,"Que tengo el carnet hace 12 años y conduzco casi a diario hace 8, pero cómo voy a ser capaz de llevar yo solita el coche por una autovía.",twitter.com/Rocigaot/status/718177251225956352,,,,,
7/4/2016 22:41:55,2,"7,18177002495308E+017",,Tengo drama familiar porque voy a hacer un viaje de 7 horas conduciendo YO SOLA y rechacé la oferta de que me llevara mi padre.,twitter.com/Rocigaot/status/718177002495307778,,,,,
7/4/2016 15:28:19,4,"7,18067886208782E+017",,Creo que el próximo paso en la hábil estrategia de Cárdenas para limpiar su nombre es amenazar con matar un gatito por cada tuit contra él.,twitter.com/Rocigaot/status/718067886208782337,,,,,
7/4/2016 0:59:12,3,"7,17849163258532E+017",,"@PotiPotiInLove no sé yo, siempre hay más gilipollas.Cuando aprendamos a extraer energía de ellos tendremos la fuente renovable definitiva.",twitter.com/Rocigaot/status/717849163258531840,,,,,
6/4/2016 23:49:39,3,"7,17831663833727E+017",1,@SantaSuki @morganaskwlkr la que se está liando con uno en un coche y palman los primeros antes de los créditos.,twitter.com/Rocigaot/status/717831663833726982,,,,,
6/4/2016 23:01:40,2,"7,17819587979559E+017",,pic.twitter.com/aS8JjNCqbD,twitter.com/Rocigaot/status/717819587979558912,,,,,
6/4/2016 22:54:03,3,"7,17817671551754E+017",4,Cuando estás pasando más hambre con la dieta de lo que te había dicho el endocrino.pic.twitter.com/54j8kHtDhn,twitter.com/Rocigaot/status/717817671551754244,,,,,
6/4/2016 22:52:42,6,"7,17817328960987E+017",5,"¡Miren, muchachos, Scooby encontró un mensaje misterioso!pic.twitter.com/6xM8jeafja",twitter.com/Rocigaot/status/717817328960987136,,,,,
5/4/2016 22:10:45,1,"7,17444383998657E+017",,@laMascota en plan 'a ver si esta pobre chica ni tiene twitter y no sabe las gilipolleces que andan rulando por ahí asociadas a su jeto',twitter.com/Rocigaot/status/717444383998656512,,,,,
5/4/2016 22:10:08,2,"7,17444231627981E+017",,"@laMascota a mí nunca me ha pasao, pero es un miedo que me asalta siempre que me llega un reply chungo con una foto parejil. XD",twitter.com/Rocigaot/status/717444231627980800,,,,,
5/4/2016 22:08:32,2,"7,17443825552241E+017",,"y que ande por ahí dejando comentarios de notallmen o compartiendo enlaces de okdiario, y le RT masa enfurecida, y tu jeto ahí.",twitter.com/Rocigaot/status/717443825552240641,,,,,
5/4/2016 22:06:46,2,"7,17443380809216E+017",,@laMascota podría ser peor. Imagínate liarte con alguien y descubrir que es así cuando ya sales en su foto de avatarpic.twitter.com/e8dKdYjI1M,twitter.com/Rocigaot/status/717443380809216001,,,,,
5/4/2016 22:01:15,2,"7,17441995644469E+017",,"@laMascota ay, calla, que estoy pasando por un caso así. No con Azúa, claro. No sé si desagregar y ya u organizar una intervención. XD",twitter.com/Rocigaot/status/717441995644469248,,,,,
5/4/2016 17:50:01,1,"7,17378767258264E+017",,@La_Muerta_Viva siempre quedará mandar un mail!  https://www.youtube.com/watch?v=1EBfxjSFAxQ …,twitter.com/Rocigaot/status/717378767258263552,,,,,
5/4/2016 17:42:13,1,"7,17376807092281E+017",,"@La_Muerta_Viva no diré nada, entonces! yo es que los de la temporada 2 y la 3 los lío un poco.",twitter.com/Rocigaot/status/717376807092281345,,,,,
5/4/2016 17:40:11,,"7,17376296565797E+017",,@La_Muerta_Viva has llegado ya al capítulo del Friendface?,twitter.com/Rocigaot/status/717376296565796864,,,,,
5/4/2016 17:37:34,1,"7,1737563644525E+017",,"@La_Muerta_Viva la primera vez que lo vi,quería decir. Que ahora ya me lo sé de memoria porque es la serie que pongo cuando estoy de bajón",twitter.com/Rocigaot/status/717375636445249536,,,,,
5/4/2016 17:36:36,1,"7,17375394568135E+017",,@La_Muerta_Viva casi me meo la primera vez que veo ese capítulo. XD,twitter.com/Rocigaot/status/717375394568134656,,,,,
5/4/2016 17:33:25,1,"7,17374592021578E+017",,@La_Muerta_Viva https://www.youtube.com/watch?v=-oiBSCypUYY …,twitter.com/Rocigaot/status/717374592021577729,,,,,
5/4/2016 17:28:23,1,"7,17373324465205E+017",,@La_Muerta_Viva yo tengo una camiseta de Moss con esa frase XD,twitter.com/Rocigaot/status/717373324465205249,,,,,
5/4/2016 15:34:43,2,"7,17344720456983E+017",1,@familiasunshinepic.twitter.com/yUkaCEfnWc,twitter.com/Rocigaot/status/717344720456982530,,,,,
5/4/2016 15:20:31,2,"7,17341144741519E+017",1,@TavernerV hay pinturas rupestres donde se les ve tomando barritas de esas para reponer fuerzas durante la caza del bisonte.,twitter.com/Rocigaot/status/717341144741519361,,,,,
5/4/2016 14:43:17,5,"7,17331778244121E+017",2,Al parecer ya podemos comprar barritas paleo como las que tomaban nuestros ancestros #señorllévameprontopic.twitter.com/p45onZepCE,twitter.com/Rocigaot/status/717331778244120576,,,,,
5/4/2016 0:56:59,1,"7,17123832222523E+017",,"@yellowlaura eu téñoa deixado máis dunha vez, pero para as cousas da casa son un desastre, non sei se conto coma opinión cualificada. :P",twitter.com/Rocigaot/status/717123832222523398,,,,,
5/4/2016 0:20:30,1,"7,17114650102526E+017",,"@gmit3 insisto, demasiado joven. Mi TL me hacer sentir viejuna :P",twitter.com/Rocigaot/status/717114650102525953,,,,,
5/4/2016 0:05:12,1,"7,17110800528372E+017",,@laMascotapic.twitter.com/bzjtlBJ5lw,twitter.com/Rocigaot/status/717110800528371718,,,,,
4/4/2016 23:55:08,2,"7,1710826746649E+017",,"@laMascota hostias, eso es poner el listón folletil muy alto!",twitter.com/Rocigaot/status/717108267466489856,,,,,
4/4/2016 23:52:22,,"7,17107570322895E+017",,"@laMascota al final han jincao, ¿no? Que me he perdido casi todo el capítulo y cuando he vuelto a la tele estaban en la cama de charleta",twitter.com/Rocigaot/status/717107570322894848,,,,,
4/4/2016 23:49:45,1,"7,17106912140124E+017",,@laMascota yo pensaba que el cambio de Julián por Pacino era definitivo.pic.twitter.com/ra42c5M0TZ,twitter.com/Rocigaot/status/717106912140124160,,,,,
4/4/2016 21:44:39,,"7,17075428922495E+017",1,Hacía mucho que no me marcaba un #infojobsisdarkandfullofterrors,twitter.com/Rocigaot/status/717075428922494980,,,,,
4/4/2016 21:44:03,1,"7,17075276879041E+017",1,Con un año de experiencia estarás tres años con contrato de formación porque esto es física nuclear por lo menos. https://www.infojobs.net/a-coruna/marketing-consultoria-web/of-i75fa6ffb24469abbbf780b237fb6e9&applicationOrigin=mahout-application-list%7Celement~62899c6d-3344-47ca-a325-93d3a3794aac%7Cversion~PORTAL10-USERBASED …,twitter.com/Rocigaot/status/717075276879040512,,,,,
4/4/2016 21:40:54,2,"7,1707448635757E+017",1,"¡Criticáis a Camps y a Barberá pero bien que os habéis llevado bolis de la oficina, panda de rojos con doble moral!https://twitter.com/08181/status/717072511024795648 …Cuando crees que el ABC ya no puede superarse... pic.twitter.com/teJ01SNT8g",twitter.com/Rocigaot/status/717074486357569536,,,,,
4/4/2016 18:57:55,,"7,17033468065133E+017",,"@V_vegaf a mí igual me caen algunos por eso, que tengo rachas muy retuiteadoras, pero ¯\_(ツ)_/¯",twitter.com/Rocigaot/status/717033468065132544,,,,,
4/4/2016 15:59:50,3,"7,16988654460277E+017",2,"y eso puede ser porque le ofendáis, porque le aburráis, porque le deis vergüenza ajena, porque hagáis spam de cosas que le dan igual...",twitter.com/Rocigaot/status/716988654460276737,,,,,
4/4/2016 15:57:17,7,"7,16988012408742E+017",3,Simplemente que pasan mucho de leeros. Y ya.,twitter.com/Rocigaot/status/716988012408741888,,,,,
4/4/2016 15:56:42,4,"7,16987865570406E+017",4,"En serio, los UF o muteos no significan que seáis más incisivos que nadie ni que la gente no esté preparada para aceptar que tenéis razón.",twitter.com/Rocigaot/status/716987865570406400,,,,,
4/4/2016 15:40:46,5,"7,16983854930797E+017",1,"A lo mejor los block/mute no son porque vuestras verdades ofendan sino porque sois más cansinos que matar un burro a besos, mirad a ver.",twitter.com/Rocigaot/status/716983854930796544,,,,,
4/4/2016 12:12:59,1,"7,16931564710527E+017",,"@NewIlluminatus @Tawil va todo, no sólo el trozo de Jon e Ygritte https://www.youtube.com/watch?v=zs7xO5P3Az4 …",twitter.com/Rocigaot/status/716931564710526977,,,,,
4/4/2016 12:11:01,3,"7,16931069543588E+017",3,"'Yo no soy clasista, y lo sé bien que para eso tengo estudios y no como la chusma esa'. Ay, el clásico estilo C's de arreglar cagadas...",twitter.com/Rocigaot/status/716931069543587840,,,,,
4/4/2016 12:03:58,,"7,16929295692743E+017",1,"@jamarish @SnowFey tienen Netflix, pero sólo echa reposiciones de Escenas de Matrimonio y Gym Tony.",twitter.com/Rocigaot/status/716929295692742656,,,,,
4/4/2016 11:42:34,1,"7,16923909493416E+017",,"@2Cronopia pues también puede ser, que tuve una compañera de cuarto en un hotel que temblaban los cimientos con los ronquidos!",twitter.com/Rocigaot/status/716923909493415936,,,,,
4/4/2016 3:10:39,1,"7,16795080493949E+017",,"Si yo desde aquí oigo roncar al vecino de al lado, ¿cómo consigue dormir su novia? porque los tapones tampoco hacen milagros.",twitter.com/Rocigaot/status/716795080493948928,,,,,
4/4/2016 2:40:10,1,"7,1678741040377E+017",,"@Tawil quita, quita, non espertemos ao kraken",twitter.com/Rocigaot/status/716787410403770368,,,,,
4/4/2016 1:50:24,2,"7,16774887612924E+017",,"¿Cuántos replies de nazis fans de Friker me encontraré mañana al último tuit? Yo digo 2, que pa algo soy pocosfollowers.",twitter.com/Rocigaot/status/716774887612923904,,,,,
4/4/2016 1:49:43,12,"7,16774713469612E+017",12,'Ahora tendremos la culpa por ser occidentales'+'mi admirado Pérez Reverte'. Iker ha petado el cuñadómetro. #CuartoMilenio,twitter.com/Rocigaot/status/716774713469612032,,,,,
4/4/2016 1:10:16,2,"7,1676478780015E+017",,@Tawil Taxistas japoneses cabreados porque Uber recoge niñas de la curva y les hace competencia desleal.,twitter.com/Rocigaot/status/716764787800150016,,,,,
4/4/2016 1:02:52,2,"7,16762922429587E+017",,"Joder, qué susto, dijeron 'conocedor profundo de Japón' y pensé que volvían a llevar a Sánchez Dragó. #CuartoMilenio",twitter.com/Rocigaot/status/716762922429587456,,,,,
4/4/2016 1:01:38,3,"7,16762612629967E+017",,"Si la señora que se ha sentado en tu sillón te lo ha mojado no es que sea el fantasma de una ahogada, es que necesita Indasec #CuartoMilenio",twitter.com/Rocigaot/status/716762612629966849,,,,,
4/4/2016 0:51:34,2,"7,16760079391973E+017",,"El linkedinés es lo que tiene, si dejas de hablarlo una temporada se oxida mucho.",twitter.com/Rocigaot/status/716760079391973376,,,,,
4/4/2016 0:51:00,2,"7,1675993723025E+017",,He tenido que googlear cómo coño se llamaba lo que hacía en mi curro del año pasado pa ponerlo en un cuestionario de Infojobs  ¯\_(ツ)_/¯,twitter.com/Rocigaot/status/716759937230249984,,,,,
4/4/2016 0:24:32,1,"7,16753275769455E+017",,@Tawil igual hai un nicho de negocio no turismo de bajona.,twitter.com/Rocigaot/status/716753275769454592,,,,,
4/4/2016 0:17:59,2,"7,16751627915555E+017",1,"@ComandanteVimes a ver, es de la nobleza. Normalmente al caballo lo abrevará un criado, y el día que tiene que hacerlo él, la lía.",twitter.com/Rocigaot/status/716751627915554816,,,,,
4/4/2016 0:16:33,1,"7,16751269378048E+017",,@Tawilpic.twitter.com/sFDzYgUkTQ,twitter.com/Rocigaot/status/716751269378048001,,,,,
4/4/2016 0:12:31,2,"7,16750254641693E+017",1,¿El Perdiguero que llevan siempre donde Friker es el mismo de 'sois unas denunciadoras falsas' en twitter?,twitter.com/Rocigaot/status/716750254641692672,,,,,
3/4/2016 23:44:59,3,"7,16743325328531E+017",3,"Ay qué momia maneja mi barcaaaaa, que a la deriva me llevaaaa... #CuartoMilenio",twitter.com/Rocigaot/status/716743325328531457,,,,,
3/4/2016 23:33:52,4,"7,16740527568331E+017",,Yo oigo lo de 'hackers patriotas' y me los imagino siendo españoles y con el torero y la sevillana encima de la CPU. #CuartoMilenio,twitter.com/Rocigaot/status/716740527568330752,,,,,
3/4/2016 23:31:40,1,"7,16739970996834E+017",,"@LordoLordor @MargaretCastor como mis primos que iban vaciando la cuenta de la madre con alzheimer pa no repartir herencia,pero a lo grande",twitter.com/Rocigaot/status/716739970996834304,,,,,
3/4/2016 23:19:46,5,"7,16736977719149E+017",1,@ComandanteVimes @La_Muerta_Viva @Tawilpic.twitter.com/QsrC0bCl2w,twitter.com/Rocigaot/status/716736977719148545,,,,,
3/4/2016 22:43:19,2,"7,16727803538981E+017",,Tendría que haberme abierto con lo de Mariano la cerveza que me reservo siempre para ver a Friker.,twitter.com/Rocigaot/status/716727803538980864,,,,,
3/4/2016 22:33:59,,"7,16725454036681E+017",,A Mariano le faltó decir 'tengo el tuister ese',twitter.com/Rocigaot/status/716725454036680704,,,,,
3/4/2016 22:24:18,12,"7,16723017586459E+017",7,"De lo de presumir de la gestión del Ébola que hicieron, mejor ni hablamos.",twitter.com/Rocigaot/status/716723017586458624,,,,,
3/4/2016 22:22:33,6,"7,16722576932938E+017",2,"Hablando de Teresa Romero. 'La pobre era gallega, de Becerreá'.pic.twitter.com/6KeF7ccaKI",twitter.com/Rocigaot/status/716722576932937728,,,,,
3/4/2016 22:04:52,10,"7,16718127015465E+017",10,Mariano con lo de Bárcenas es un poco Ross repitiendo todo el rato lo de 'estábamos tomándonos un descanso!',twitter.com/Rocigaot/status/716718127015464962,,,,,
3/4/2016 21:05:21,,"7,16703150913294E+017",,@callaquenoveo la gente no siente los colores :(,twitter.com/Rocigaot/status/716703150913294337,,,,,
3/4/2016 20:59:58,2,"7,16701797293941E+017",2,@_Quimi_ @Ehproque y que lo comparta en FB: 'me han calzado 47 vareadas con palotastic'. A 35 de tus amigos les gusta esto.,twitter.com/Rocigaot/status/716701797293940736,,,,,
3/4/2016 20:58:10,,"7,16701342622941E+017",,@_Quimi_ @Ehproque pero lo del palo runner también mola. ¡Te persiguen con él para atizarte y anda que si no corres!,twitter.com/Rocigaot/status/716701342622941184,,,,,
3/4/2016 20:56:51,,"7,16701012728406E+017",,@Ehproque el palo coach es el clásico 'te atizo con una vara si vagueas' de cuando mis padres iban al cole?Porque entonces tb es vintage!,twitter.com/Rocigaot/status/716701012728406021,,,,,
3/4/2016 20:45:13,1,"7,1669808382491E+017",,"@Tawil @La_Muerta_Viva 1día lo dejó, me contó esto,le dije que hacía bien en dejarlo por psicópata, y lo que pasó después os sorprenderá(no)",twitter.com/Rocigaot/status/716698083824910337,,,,,
3/4/2016 20:41:45,1,"7,16697209539047E+017",,"@La_Muerta_Viva @Tawil peor sería que siguieran siendo coleguitas, porque entonces lo mismo la engañaba o la dejaba para volver con ella.",twitter.com/Rocigaot/status/716697209539047426,,,,,
3/4/2016 20:41:08,,"7,16697055280894E+017",,"@La_Muerta_Viva @Tawil y cuando le pregunté a mi amiga si no le acojonaba esa actitud, ella me respondió que no le hacía gracia, pero que(4)",twitter.com/Rocigaot/status/716697055280893952,,,,,
3/4/2016 20:40:14,2,"7,16696830126457E+017",,"@La_Muerta_Viva @Tawil 3 minutos para denunciarla y que se los quitaran (insisto, no para tener él la custodia, no eran suyos: por joderla)",twitter.com/Rocigaot/status/716696830126456833,,,,,
3/4/2016 20:39:11,1,"7,16696567491723E+017",,"@La_Muerta_Viva @Tawil día sí día también, rondaba la casa de ella para ver si dejaba a los niños (de ella, no mutuos) solos aunque fuera(2)",twitter.com/Rocigaot/status/716696567491723264,,,,,
3/4/2016 20:38:13,,"7,16696321801986E+017",,@La_Muerta_Viva @Tawil una amiga mía se echó un novio que estaba obsesionado con hundirle la vida a su ex novia: tenían broncas por tlf(1),twitter.com/Rocigaot/status/716696321801986049,,,,,
3/4/2016 20:28:43,2,"7,1669393353599E+017",,@La_Muerta_Viva @Tawil y luego está el tema de que a veces parece que lo peor y lo más inexcusable que puede pasar en pareja son los cuernos,twitter.com/Rocigaot/status/716693933535989761,,,,,
3/4/2016 20:27:43,2,"7,16693678354465E+017",,"@Tawil @La_Muerta_Viva porque tienes que contar con que su pareja, que te puede caer bien o como el culo, lo va a saber también.",twitter.com/Rocigaot/status/716693678354464769,,,,,
